hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,6,2016,November,48,25,0,1,2,0.0,0,Undefined,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,0,Transient,147.0,0,0,Check-Out,2016-11-26
Resort Hotel,0,234,2016,October,44,23,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0,Contract,37.4,0,2,Check-Out,2016-10-30
City Hotel,1,3,2015,August,34,17,1,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,130.0,0,0,Canceled,2015-08-17
Resort Hotel,0,0,2017,July,28,15,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,E,1,No Deposit,,0,Transient-Party,195.0,0,0,Check-Out,2017-07-16
City Hotel,0,6,2017,July,28,14,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,172.5,0,2,Check-Out,2017-07-16
Resort Hotel,0,5,2017,May,20,15,1,0,1,0.0,0,BB,GBR,Complementary,TA/TO,1,0,3,E,E,0,No Deposit,40.0,0,Transient,0.0,1,2,Check-Out,2017-05-16
City Hotel,1,6,2015,September,39,20,2,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,78.0,0,Transient,100.0,0,0,Canceled,2015-09-15
Resort Hotel,0,156,2017,May,19,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,A,A,2,No Deposit,434.0,0,Transient-Party,80.0,0,1,Check-Out,2017-05-15
Resort Hotel,0,229,2017,March,13,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,0,Transient,52.43,0,2,Check-Out,2017-04-03
Resort Hotel,1,134,2017,April,15,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,3.0,0,Transient-Party,95.4,0,1,Canceled,2017-03-10
City Hotel,0,0,2015,October,42,12,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient,65.0,0,0,Check-Out,2015-10-15
City Hotel,0,8,2016,April,16,16,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,144.5,0,1,Check-Out,2016-04-20
Resort Hotel,0,33,2017,June,23,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,118.0,1,2,Check-Out,2017-06-11
City Hotel,0,13,2016,March,13,20,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,0,Transient-Party,85.0,0,1,Check-Out,2016-03-21
City Hotel,1,115,2017,May,20,18,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,0,Transient,190.0,0,0,Canceled,2017-01-23
Resort Hotel,0,22,2017,August,34,25,1,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,0,Transient-Party,314.67,0,2,Check-Out,2017-08-28
City Hotel,0,63,2016,April,16,13,0,4,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,167.45,0,1,Check-Out,2016-04-17
Resort Hotel,0,9,2015,October,42,14,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,48.2,0,1,Check-Out,2015-10-19
City Hotel,1,462,2017,July,26,1,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,112.67,0,1,Canceled,2017-06-21
Resort Hotel,0,8,2015,July,29,14,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,168.57,0,1,Check-Out,2015-07-21
City Hotel,1,330,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,212,2016,September,40,26,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient-Party,129.65,0,1,Check-Out,2016-09-30
Resort Hotel,0,109,2016,March,11,7,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient,27.5,0,1,Check-Out,2016-03-11
City Hotel,0,86,2016,October,43,20,0,3,4,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,7.0,0,Transient,192.86,0,1,Check-Out,2016-10-23
City Hotel,0,79,2017,April,17,24,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,132.75,0,1,Check-Out,2017-04-28
City Hotel,1,221,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,15,Transient,80.0,0,0,Canceled,2015-11-17
Resort Hotel,1,256,2016,June,25,17,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,72.0,0,1,Canceled,2015-12-30
City Hotel,0,9,2015,August,35,23,2,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,0,Check-Out,2015-08-25
Resort Hotel,0,207,2016,August,33,12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,152.0,1,0,Check-Out,2016-08-15
Resort Hotel,1,147,2016,March,14,28,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,,0,Transient-Party,73.0,0,0,Canceled,2016-03-04
Resort Hotel,0,10,2016,October,42,9,2,0,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient-Party,55.0,0,0,Check-Out,2016-10-11
Resort Hotel,1,32,2016,April,17,19,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,0,Transient-Party,69.36,0,0,Canceled,2016-03-18
Resort Hotel,0,88,2016,April,16,15,2,5,2,0.0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,314.0,0,Transient,69.7,1,1,Check-Out,2016-04-22
Resort Hotel,1,11,2015,December,49,5,2,1,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,,0,Transient-Party,64.0,0,0,Canceled,2015-11-27
City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,115.0,0,1,Check-Out,2016-08-20
City Hotel,1,153,2015,August,32,3,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient,60.0,0,0,Canceled,2015-05-19
Resort Hotel,0,107,2015,July,27,2,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,110.7,0,2,Check-Out,2015-07-09
City Hotel,1,177,2017,July,27,3,1,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.1,0,0,Canceled,2017-03-22
City Hotel,0,20,2017,May,21,24,0,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87.0,0,Transient-Party,120.0,0,0,Check-Out,2017-05-25
Resort Hotel,0,12,2016,January,5,30,0,1,1,0.0,0,BB,LTU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,95.0,0,Transient,25.0,0,0,Check-Out,2016-01-31
Resort Hotel,1,19,2017,January,3,15,2,2,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,93.0,0,1,Canceled,2016-12-27
Resort Hotel,0,44,2016,April,15,6,0,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,0,Transient-Party,83.0,0,2,Check-Out,2016-04-10
City Hotel,0,80,2015,October,41,9,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,12.0,50,Transient-Party,108.0,0,0,Check-Out,2015-10-11
City Hotel,1,285,2016,October,41,3,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,24,Transient,100.0,0,0,Canceled,2016-01-16
Resort Hotel,0,2,2017,February,6,10,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,2,Check-Out,2017-02-12
Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,0,Transient-Party,55.0,0,0,Check-Out,2017-01-19
City Hotel,1,18,2016,December,53,30,0,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,0,Transient,200.0,0,0,Canceled,2016-12-14
Resort Hotel,0,5,2016,March,13,20,2,2,2,0.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,171.0,0,Transient,41.4,0,0,Check-Out,2016-03-24
Resort Hotel,0,100,2016,August,32,6,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,201.0,1,0,Check-Out,2016-08-08
City Hotel,1,37,2017,March,11,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,378.0,0,Transient,110.0,0,0,Canceled,2017-02-06
City Hotel,1,20,2016,March,14,31,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,0,Transient,79.0,0,0,Canceled,2016-03-23
City Hotel,1,262,2017,May,21,24,0,4,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,157.5,0,2,Canceled,2016-09-22
City Hotel,1,78,2016,April,15,5,0,4,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,97.33,0,0,Canceled,2016-03-18
Resort Hotel,0,342,2016,September,40,29,2,4,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,201.0,0,Transient-Party,36.0,0,0,Check-Out,2016-10-05
Resort Hotel,0,32,2015,August,34,21,2,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,178.33,0,2,Check-Out,2015-08-27
Resort Hotel,0,53,2016,September,39,23,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,129.33,0,3,Check-Out,2016-09-26
City Hotel,0,55,2015,September,37,6,2,0,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,75.0,0,0,Check-Out,2015-09-08
City Hotel,0,5,2015,December,52,22,0,5,0,2.0,0,BB,PRT,Complementary,Direct,0,0,0,B,B,1,No Deposit,,0,Transient,0.0,0,0,Check-Out,2015-12-27
City Hotel,1,342,2015,September,39,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,1,77,2016,March,13,26,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,97.02,0,0,Canceled,2016-01-09
City Hotel,1,41,2016,September,39,18,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,149.4,0,1,Canceled,2016-08-15
City Hotel,0,68,2017,July,28,10,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,100.0,0,1,Check-Out,2017-07-11
City Hotel,0,50,2017,March,12,21,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,57.6,0,0,Check-Out,2017-03-25
Resort Hotel,1,22,2017,June,26,29,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,60.0,0,0,Canceled,2017-06-28
Resort Hotel,0,91,2015,July,29,17,1,2,2,1.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,0,Transient,118.5,0,3,Check-Out,2015-07-20
City Hotel,1,42,2017,April,16,16,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,146.25,0,0,Canceled,2017-03-05
Resort Hotel,0,5,2017,January,3,19,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,43.0,0,3,Check-Out,2017-01-22
City Hotel,0,6,2016,May,20,9,1,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,126.0,0,1,Check-Out,2016-05-11
City Hotel,1,50,2016,January,5,29,1,2,1,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,72.9,0,0,Canceled,2015-12-23
City Hotel,0,177,2017,August,33,16,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,354.0,0,Transient,121.77,0,0,Check-Out,2017-08-20
City Hotel,1,24,2016,February,9,22,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,0,Transient,72.8,0,0,Canceled,2016-02-01
Resort Hotel,0,31,2016,April,16,16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,41.4,0,0,Check-Out,2016-04-23
City Hotel,0,30,2017,June,23,4,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,133.33,0,1,Check-Out,2017-06-07
Resort Hotel,0,3,2016,March,10,4,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,0,Transient,58.0,0,1,Check-Out,2016-03-09
City Hotel,1,150,2016,October,41,3,1,2,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,135.0,0,0,Canceled,2016-05-24
City Hotel,0,159,2016,May,22,26,0,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,7,No Deposit,9.0,0,Transient,119.85,0,1,Check-Out,2016-05-29
Resort Hotel,0,287,2015,October,42,15,1,3,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,0,Transient-Party,37.0,0,0,Check-Out,2015-10-19
City Hotel,0,0,2017,January,4,25,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,0,Transient-Party,85.0,0,0,Check-Out,2017-01-27
Resort Hotel,0,73,2016,November,46,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,37.8,0,1,Check-Out,2016-11-13
City Hotel,1,39,2016,March,11,6,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,116.1,0,1,Canceled,2016-01-29
City Hotel,0,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,119.0,0,Transient-Party,73.0,0,0,Check-Out,2015-11-22
Resort Hotel,1,121,2015,December,49,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,50.4,0,2,Canceled,2015-08-17
City Hotel,0,147,2016,July,30,22,1,2,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,0,Transient,84.58,0,1,Check-Out,2016-07-25
City Hotel,0,152,2015,October,44,29,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,0,Transient,56.52,0,0,Check-Out,2015-11-02
City Hotel,0,111,2017,August,33,14,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,225.0,0,2,Check-Out,2017-08-17
Resort Hotel,0,152,2017,June,26,28,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,196.0,0,Transient,106.5,0,0,Check-Out,2017-07-03
Resort Hotel,0,13,2015,August,34,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,172.0,0,0,Check-Out,2015-08-19
City Hotel,0,42,2017,June,26,30,2,2,2,2.0,0,BB,SWE,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,151.58,0,0,Check-Out,2017-07-04
Resort Hotel,0,94,2016,June,24,10,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,240.0,0,Transient-Party,163.0,1,0,Check-Out,2016-06-12
City Hotel,0,9,2017,February,7,12,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,7.0,0,Transient,83.16,0,0,Check-Out,2017-02-15
Resort Hotel,0,237,2016,December,53,29,2,6,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0,Transient,68.25,0,2,Check-Out,2017-01-06
City Hotel,1,165,2017,May,20,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,0,Transient,225.0,0,0,Canceled,2017-01-12
City Hotel,1,31,2016,April,14,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.9,0,0,Canceled,2016-03-06
Resort Hotel,0,287,2016,September,37,5,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,418.0,0,Transient-Party,69.0,0,0,Check-Out,2016-09-12
Resort Hotel,0,2,2016,February,6,6,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,,0,Transient-Party,58.0,0,0,Check-Out,2016-02-07
City Hotel,1,54,2016,March,12,18,1,2,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.2,0,0,Canceled,2016-02-13
Resort Hotel,0,0,2016,October,43,19,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient,85.0,1,1,Check-Out,2016-10-20
City Hotel,0,14,2016,November,49,28,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,80.0,0,0,Check-Out,2016-12-01
City Hotel,1,320,2017,June,24,15,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,0,Transient,80.0,0,0,Canceled,2017-01-12
Resort Hotel,0,0,2016,March,12,14,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,0,Transient,30.0,0,0,Check-Out,2016-03-15
City Hotel,0,34,2015,September,39,23,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,33,Transient-Party,224.67,0,0,Check-Out,2015-09-26
City Hotel,0,135,2016,August,32,2,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,130.5,1,0,Check-Out,2016-08-04
City Hotel,1,327,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,0,184,2017,July,28,15,0,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,89.1,0,1,Check-Out,2017-07-16
City Hotel,1,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,60.0,0,0,Canceled,2016-03-14
City Hotel,1,56,2017,March,12,21,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,0,Transient,85.0,0,0,Canceled,2017-01-24
Resort Hotel,0,14,2016,March,12,19,2,3,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,196.0,0,Transient,58.0,0,0,Check-Out,2016-03-24
Resort Hotel,0,0,2015,October,40,3,0,1,1,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,C,0,No Deposit,,0,Transient,74.0,1,0,Check-Out,2015-10-04
City Hotel,0,6,2017,June,26,30,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,160.0,0,1,Check-Out,2017-07-01
City Hotel,0,2,2017,March,11,16,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,1,0,3,D,D,0,No Deposit,,0,Transient,95.0,0,2,Check-Out,2017-03-17
City Hotel,0,159,2017,July,28,11,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,89.1,0,1,Check-Out,2017-07-12
City Hotel,0,20,2017,January,5,30,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,0,Transient-Party,80.0,0,0,Check-Out,2017-01-31
Resort Hotel,0,83,2016,July,31,25,3,5,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,I,1,No Deposit,307.0,0,Transient-Party,139.0,0,0,Check-Out,2016-08-02
City Hotel,0,92,2015,November,48,26,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,49.07,0,1,Check-Out,2015-11-29
Resort Hotel,0,0,2017,January,4,26,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,,0,Transient,72.0,1,0,Check-Out,2017-01-28
City Hotel,0,195,2016,July,30,21,2,5,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.95,0,1,Check-Out,2016-07-28
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
Resort Hotel,0,21,2015,November,48,24,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,38.4,1,2,Check-Out,2015-11-25
Resort Hotel,1,253,2017,August,34,25,2,4,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,153.75,0,1,Canceled,2017-01-07
Resort Hotel,0,152,2017,April,14,5,1,4,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,4,No Deposit,,0,Transient-Party,67.0,0,0,Check-Out,2017-04-10
City Hotel,0,59,2015,October,42,15,2,3,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0,Contract,76.5,0,1,Check-Out,2015-10-20
City Hotel,1,41,2017,August,35,27,1,0,1,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient,90.0,0,0,Canceled,2017-07-28
City Hotel,1,104,2016,October,42,9,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,1,Canceled,2016-10-08
City Hotel,0,102,2015,August,34,21,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,76.5,0,1,Check-Out,2015-08-23
City Hotel,1,65,2016,September,37,9,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,149.4,0,1,Canceled,2016-09-05
City Hotel,0,98,2016,March,12,17,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,73.95,0,0,Check-Out,2016-03-22
Resort Hotel,1,103,2017,March,13,27,1,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495.0,0,Transient,73.0,0,0,Canceled,2016-12-23
City Hotel,0,159,2017,August,32,7,1,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,184.5,0,0,Check-Out,2017-08-09
Resort Hotel,0,13,2015,December,52,23,0,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,73.75,0,1,Check-Out,2015-12-27
City Hotel,0,117,2016,November,47,13,2,0,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,0,Check-Out,2016-11-15
City Hotel,0,155,2017,June,22,1,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,138.0,0,1,Check-Out,2017-06-04
Resort Hotel,0,134,2015,August,35,29,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,140.0,0,2,Check-Out,2015-09-03
Resort Hotel,1,52,2015,August,32,3,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,173.0,0,0,Canceled,2015-07-13
Resort Hotel,1,28,2017,May,20,14,2,5,2,2.0,0,BB,AUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,170.0,0,1,Canceled,2017-04-16
City Hotel,0,68,2016,February,8,20,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0,Transient,43.43,0,0,Check-Out,2016-02-27
Resort Hotel,1,208,2017,May,18,1,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,81.0,0,0,Canceled,2016-10-06
Resort Hotel,1,18,2017,February,7,12,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,58.0,0,0,Canceled,2017-01-26
City Hotel,0,4,2016,February,8,16,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,0,Transient,65.0,0,1,Check-Out,2016-02-19
City Hotel,0,50,2016,March,14,31,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,65.0,0,0,Check-Out,2016-04-03
